OBS,YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,OUTAGE.START.HOUR,OUTAGE.START.DATE,Week Day,Month Day,OUTAGE.START.TIME,OUTAGE.RESTORATION.DATE,OUTAGE.RESTORATION.TIME,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION.MIN,OUTAGE.DURATION.HOUR,DEMAND.LOSS.MW,CUSTOMERS.AFFECTED,RES.PRICE,COM.PRICE,IND.PRICE,TOTAL.PRICE,RES.SALES,COM.SALES,IND.SALES,TOTAL.SALES,RES.PERCEN,COM.PERCEN,IND.PERCEN,RES.CUSTOMERS,COM.CUSTOMERS,IND.CUSTOMERS,TOTAL.CUSTOMERS,RES.CUST.PCT,COM.CUST.PCT,IND.CUST.PCT,PC.REALGSP.STATE,PC.REALGSP.USA,PC.REALGSP.REL,PC.REALGSP.CHANGE,UTIL.REALGSP,TOTAL.REALGSP,UTIL.CONTRI,PI.UTIL.OFUSA,POPULATION,POPPCT_URBAN,POPPCT_UC,POPDEN_URBAN,POPDEN_UC,POPDEN_RURAL,AREAPCT_URBAN,AREAPCT_UC,PCT_LAND,PCT_WATER_TOT,PCT_WATER_INLAND
833,2013,8,Oregon,OR,WECC,Northwest,-0.3,normal,11,"Monday, August 12, 2013",2, August 12,11:55:00 AM,"Monday, August 12, 2013",11:59:00 AM,intentional attack,suspicious activity,NA,4,0.066666667,NA,NA,10.15,8.55,6.05,8.35,1343172,1427488,1183986,3956492,33.94855847,36.07963822,29.92514581,1650803,235191,23392,1909390,86.4571,12.3176,1.2251,48323,48396,0.998491611,-2.2,3604,189816,1.898680828,0.9,3928030,81.03,18.56,2804.9,1973.3,7.7,1.15,0.38,97.56960327,2.430396731,1.085597536
834,2011,8,Oregon,OR,WECC,Northwest,-0.6,cold,20,"Sunday, August 28, 2011",1, August 28,8:55:00 PM,"Sunday, August 28, 2011",11:39:00 PM,intentional attack,vandalism,NA,164,2.733333333,0,0,9.78,8.08,5.6,7.97,1410595,1454415,1140371,4007383,35.19990478,36.29338648,28.45675095,1633551,238908,23300,1895763,86.1685,12.6022,1.2291,51362,47586,1.07935107,3.4,2592,198649,1.304814019,0.8,3868509,81.03,18.56,2804.9,1973.3,7.7,1.15,0.38,97.56960327,2.430396731,1.085597536
835,2015,1,Oregon,OR,WECC,Northwest,0.6,warm,4,"Thursday, January 22, 2015",5, January 22,4:24:00 AM,"Thursday, January 22, 2015",5:55:00 AM,intentional attack,vandalism,NA,91,1.516666667,NA,NA,10.3,8.72,5.75,8.79,2005228,1351705,959330,4318263,46.43598595,31.30205363,22.2156455,1686973,229116,25242,1941333,86.8977,11.802,1.3002,49482,49844,0.992737341,2.5,2845,199682,1.424765377,0.9,4028977,81.03,18.56,2804.9,1973.3,7.7,1.15,0.38,97.56960327,2.430396731,1.085597536
836,2006,12,Oregon,OR,WECC,Northwest,0.9,warm,19,"Saturday, December 16, 2006",7, December 16,7:30:00 PM,"Sunday, December 17, 2006",1:00:00 PM,severe weather,wildfire,NA,1050,17.5,350,84500,7.51,6.77,5.08,6.75,2055038,1368845,967861,4393408,46.77548728,31.15679218,22.02984562,1577005,228472,21780,1827302,86.3024,12.5032,1.1919,45594,48909,0.932221064,7.1,2299,167369,1.373611601,0.8,3670883,81.03,18.56,2804.9,1973.3,7.7,1.15,0.38,97.56960327,2.430396731,1.085597536
837,2013,5,Oregon,OR,WECC,Northwest,-0.2,normal,0,"Tuesday, May 14, 2013",3, May 14,12:01:00 AM,"Tuesday, May 14, 2013",1:59:00 PM,intentional attack,vandalism,NA,838,13.96666667,NA,NA,9.91,8.72,5.84,8.34,1303514,1316459,1019784,3641613,35.79496229,36.15043663,28.00363465,1650803,235191,23392,1909390,86.4571,12.3176,1.2251,48323,48396,0.998491611,-2.2,3604,189816,1.898680828,0.9,3928030,81.03,18.56,2804.9,1973.3,7.7,1.15,0.38,97.56960327,2.430396731,1.085597536
838,2015,10,Oregon,OR,WECC,Northwest,2,warm,15,"Friday, October 30, 2015",6, October 30,3:00:00 PM,"Friday, October 30, 2015",4:00:00 PM,intentional attack,NA,NA,60,1,0,0,10.92,8.95,6,8.82,1286283,1334372,1015258,3638061,35.35627907,36.67810958,27.90656891,1686973,229116,25242,1941333,86.8977,11.802,1.3002,49482,49844,0.992737341,2.5,2845,199682,1.424765377,0.9,4028977,81.03,18.56,2804.9,1973.3,7.7,1.15,0.38,97.56960327,2.430396731,1.085597536
839,2014,2,Oregon,OR,WECC,Northwest,-0.5,cold,18,"Tuesday, February 18, 2014",3, February 18,6:43:00 PM,"Tuesday, February 18, 2014",6:44:00 PM,intentional attack,vandalism,NA,1,0.016666667,NA,NA,10.23,8.85,6.11,8.85,1911439,1316113,954221,4183695,45.68781902,31.45814884,22.80809189,1669124,229832,23356,1922316,86.8288,11.956,1.215,48264,49091,0.983153735,-0.1,3235,191618,1.688254757,0.9,3971202,81.03,18.56,2804.9,1973.3,7.7,1.15,0.38,97.56960327,2.430396731,1.085597536
840,2015,9,Oregon,OR,WECC,Northwest,1.7,warm,15,"Tuesday, September 29, 2015",3, September 29,3:40:00 PM,"Tuesday, September 29, 2015",3:41:00 PM,intentional attack,vandalism,NA,1,0.016666667,NA,NA,10.88,8.81,6.2,8.76,1214749,1290439,1039871,3547135,34.24591959,36.37975437,29.31579993,1686973,229116,25242,1941333,86.8977,11.802,1.3002,49482,49844,0.992737341,2.5,2845,199682,1.424765377,0.9,4028977,81.03,18.56,2804.9,1973.3,7.7,1.15,0.38,97.56960327,2.430396731,1.085597536
841,2010,2,District of Columbia,DC,RFC,Northeast,1.2,warm,19,"Friday, February 5, 2010",6, February 5,7:00:00 PM,"Friday, February 12, 2010",3:46:00 PM,severe weather,winter storm,NA,9886,164.7666667,NA,97651,13.41,13.8,7.11,13.55,181006,682695,18213,902386,20.0586002,75.6544317,2.018315887,227550,26449,1,254001,89.5863,10.413,0.0004,168377,47287,3.560746082,0.8,1416,101904,1.389543099,0.3,605126,100,0,9856.5,NA,NA,100,0,89.70588235,10.29411765,10.29411765
842,2011,8,District of Columbia,DC,RFC,Northeast,-0.6,cold,23,"Saturday, August 27, 2011",7, August 27,11:05:00 PM,"Monday, August 29, 2011",3:30:00 PM,severe weather,NA,NA,2425,40.41666667,NA,220000,13.06,12.77,8.29,12.69,239882,801888,16927,1084951,22.10993861,73.91006598,1.560162625,229450,26496,1,255948,89.6471,10.3521,0.0004,167337,47586,3.516517463,-0.6,1300,103820,1.252167212,0.3,620472,100,0,9856.5,NA,NA,100,0,89.70588235,10.29411765,10.29411765
843,2010,8,District of Columbia,DC,RFC,Northeast,-1.2,cold,15,"Thursday, August 5, 2010",5, August 5,3:30:00 PM,"Thursday, August 5, 2010",10:00:00 PM,severe weather,thunderstorm,NA,390,6.5,NA,76729,14.76,13.31,8.13,13.47,236540,883096,18171,1167163,20.26623531,75.66175419,1.556851956,227550,26449,1,254001,89.5863,10.413,0.0004,168377,47287,3.560746082,0.8,1416,101904,1.389543099,0.3,605126,100,0,9856.5,NA,NA,100,0,89.70588235,10.29411765,10.29411765
844,2003,9,District of Columbia,DC,RFC,Northeast,0.2,normal,16,"Thursday, September 18, 2003",5, September 18,4:20:00 PM,"Sunday, September 28, 2003",6:00:00 PM,severe weather,hurricanes,Isabel,14500,241.6666667,NA,530000,8.36,8.61,5.98,8.46,152325,721287,21491,920981,16.53942915,78.31725084,2.33349005,199215,26283,1,225500,88.3437,11.6554,0.0004,155044,45858,3.380958611,3.3,1115,88143,1.264989846,0.4,568502,100,0,9856.5,NA,NA,100,0,89.70588235,10.29411765,10.29411765
845,2011,1,District of Columbia,DC,RFC,Northeast,-1.3,cold,17,"Wednesday, January 26, 2011",4, January 26,5:00:00 PM,"Monday, January 31, 2011",8:00:00 AM,severe weather,winter storm,NA,6660,111,NA,210000,13.62,13.17,7.48,13.13,229985,744163,19395,1018592,22.5787165,73.05800556,1.904098992,229450,26496,1,255948,89.6471,10.3521,0.0004,167337,47586,3.516517463,-0.6,1300,103820,1.252167212,0.3,620472,100,0,9856.5,NA,NA,100,0,89.70588235,10.29411765,10.29411765
846,2013,2,District of Columbia,DC,RFC,Northeast,-0.4,normal,11,"Friday, February 8, 2013",6, February 8,11:38:00 AM,"Friday, February 8, 2013",2:17:00 PM,equipment failure,generator trip,NA,159,2.65,140,52000,11.97,11.88,5.4,11.73,180750,627931,15521,846772,21.34576958,74.15585305,1.832960939,235322,26530,1,261854,89.8676,10.1316,0.0004,159340,48396,3.292420861,-2.5,1165,103430,1.126365658,0.3,649540,100,0,9856.5,NA,NA,100,0,89.70588235,10.29411765,10.29411765
847,2014,1,District of Columbia,DC,RFC,Northeast,-0.5,cold,19,"Monday, January 6, 2014",2, January 6,7:50:00 PM,"Monday, January 6, 2014",8:44:00 PM,severe weather,winter,NA,54,0.9,NA,NA,12.59,12.67,8.66,12.49,218682,736898,20478,1004907,21.76141673,73.32996984,2.037800513,239355,26463,1,265820,90.044,9.9552,0.0004,159831,49091,3.255810637,0.3,1107,105312,1.051162261,0.3,659836,100,0,9856.5,NA,NA,100,0,89.70588235,10.29411765,10.29411765
848,2013,6,District of Columbia,DC,RFC,Northeast,-0.2,normal,15,"Thursday, June 13, 2013",5, June 13,3:30:00 PM,"Thursday, June 13, 2013",4:00:00 PM,severe weather,uncontrolled loss,NA,30,0.5,700,40000,12.65,11.77,5.33,11.72,175324,789494,20375,1015794,17.25979874,77.72186093,2.005820078,235322,26530,1,261854,89.8676,10.1316,0.0004,159340,48396,3.292420861,-2.5,1165,103430,1.126365658,0.3,649540,100,0,9856.5,NA,NA,100,0,89.70588235,10.29411765,10.29411765
849,2012,6,District of Columbia,DC,RFC,Northeast,-0.1,normal,22,"Friday, June 29, 2012",6, June 29,10:15:00 PM,"Thursday, July 5, 2012",12:52:00 PM,severe weather,thunderstorm,NA,8077,134.6166667,3000,425000,13.18,12.03,5.71,12.03,179048,772663,18518,999646,17.91114054,77.29366196,1.852455769,231550,26547,1,258099,89.7136,10.2856,0.0004,163461,48156,3.394405682,-2.3,1071,103804,1.031752148,0.3,635342,100,0,9856.5,NA,NA,100,0,89.70588235,10.29411765,10.29411765
850,2010,8,District of Columbia,DC,RFC,Northeast,-1.2,cold,6,"Thursday, August 12, 2010",5, August 12,6:45:00 AM,"Thursday, August 12, 2010",9:00:00 PM,severe weather,NA,NA,855,14.25,NA,101003,14.76,13.31,8.13,13.47,236540,883096,18171,1167163,20.26623531,75.66175419,1.556851956,227550,26449,1,254001,89.5863,10.413,0.0004,168377,47287,3.560746082,0.8,1416,101904,1.389543099,0.3,605126,100,0,9856.5,NA,NA,100,0,89.70588235,10.29411765,10.29411765
851,2015,12,Missouri,MO,SERC,Central,2.3,warm,21,"Thursday, December 10, 2015",5, December 10,9:25:00 PM,"Thursday, December 10, 2015",10:30:00 PM,system operability disruption,uncontrolled loss,NA,65,1.083333333,400,NA,10.39,8.49,5.67,8.78,2804972,2404322,1222018,6433254,43.60113871,37.3733417,18.99533269,2734553,373622,10218,3118394,87.6911,11.9812,0.3277,42984,49844,0.862370596,0.9,4975,259820,1.91478716,1.8,6083672,70.44,13.83,2053.5,1510.1,26.6,2.99,0.8,98.61563401,1.384365989,1.384365989
852,2009,5,Missouri,MO,SERC,Central,0.2,normal,7,"Friday, May 8, 2009",6, May 8,7:30:00 AM,"Friday, May 8, 2009",9:00:00 PM,severe weather,thunderstorm,NA,810,13.5,266,83000,9.44,7.23,5.48,7.65,2125285,2469717,1264661,5861119,36.26073792,42.13729494,21.57712546,2687756,368477,8982,3065216,87.6857,12.0212,0.293,41867,46680,0.896893745,-2.4,4165,249574,1.66884371,1.9,5961088,70.44,13.83,2053.5,1510.1,26.6,2.99,0.8,98.61563401,1.384365989,1.384365989
853,2009,1,Missouri,MO,RFC,Central,-0.7,cold,0,"Wednesday, January 28, 2009",4, January 28,12:10:00 AM,"Friday, January 30, 2009",9:20:00 PM,severe weather,winter storm,NA,4150,69.16666667,300,NA,7.17,5.96,4.77,6.35,3818622,2656345,1347121,7824579,48.80290684,33.94872747,17.21653012,2687756,368477,8982,3065216,87.6857,12.0212,0.293,41867,46680,0.896893745,-2.4,4165,249574,1.66884371,1.9,5961088,70.44,13.83,2053.5,1510.1,26.6,2.99,0.8,98.61563401,1.384365989,1.384365989
854,2009,1,Missouri,MO,SERC,Central,-0.7,cold,11,"Tuesday, January 27, 2009",3, January 27,11:00:00 AM,"Friday, January 30, 2009",6:00:00 PM,severe weather,winter storm,NA,4740,79,200,62500,7.17,5.96,4.77,6.35,3818622,2656345,1347121,7824579,48.80290684,33.94872747,17.21653012,2687756,368477,8982,3065216,87.6857,12.0212,0.293,41867,46680,0.896893745,-2.4,4165,249574,1.66884371,1.9,5961088,70.44,13.83,2053.5,1510.1,26.6,2.99,0.8,98.61563401,1.384365989,1.384365989
855,2014,1,Missouri,MO,SERC,Central,-0.5,cold,12,"Tuesday, January 21, 2014",3, January 21,12:14:00 PM,"Tuesday, January 21, 2014",12:39:00 PM,intentional attack,vandalism,NA,25,0.416666667,10,NA,8.92,7.74,5.84,8.01,4136287,2681171,1404781,8224669,50.29122753,32.5991356,17.08009161,2724541,371495,10282,3106319,87.7096,11.9593,0.331,42582,49091,0.867409505,0.8,5061,258201,1.960100852,1.8,6063827,70.44,13.83,2053.5,1510.1,26.6,2.99,0.8,98.61563401,1.384365989,1.384365989
856,2013,8,Missouri,MO,SPP,Central,-0.3,normal,9,"Thursday, August 29, 2013",5, August 29,9:50:00 AM,"Thursday, August 29, 2013",9:50:00 AM,intentional attack,vandalism,NA,0,0,NA,NA,12.37,10.41,7.6,10.7,3385250,2893484,1555277,7835624,43.20332369,36.92729513,19.84879571,2708934,371712,10274,3090921,87.6416,12.0259,0.3324,42231,48396,0.872613439,1.1,5386,255281,2.109831911,1.9,6043708,70.44,13.83,2053.5,1510.1,26.6,2.99,0.8,98.61563401,1.384365989,1.384365989
857,2015,12,Missouri,MO,SERC,Central,2.3,warm,11,"Thursday, December 31, 2015",5, December 31,11:00:00 AM,NA,NA,intentional attack,sabotage,NA,NA,NA,0,0,10.39,8.49,5.67,8.78,2804972,2404322,1222018,6433254,43.60113871,37.3733417,18.99533269,2734553,373622,10218,3118394,87.6911,11.9812,0.3277,42984,49844,0.862370596,0.9,4975,259820,1.91478716,1.8,6083672,70.44,13.83,2053.5,1510.1,26.6,2.99,0.8,98.61563401,1.384365989,1.384365989
858,2007,8,Missouri,MO,SERC,Central,-0.6,cold,1,"Monday, August 13, 2007",2, August 13,1:30:00 AM,"Tuesday, August 14, 2007",12:00:00 PM,severe weather,thunderstorm,NA,2070,34.5,NA,63000,8.93,7.55,5.68,7.85,4224367,3251838,1641042,9118872,46.32554333,35.66052907,17.99610741,2666181,363192,10634,3040008,87.7031,11.9471,0.3498,42782,49126,0.87086268,-0.6,4274,251881,1.696833028,1.8,5887612,70.44,13.83,2053.5,1510.1,26.6,2.99,0.8,98.61563401,1.384365989,1.384365989
859,2008,12,Missouri,MO,RFC,Central,-0.7,cold,4,"Tuesday, December 2, 2008",3, December 2,4:30:00 AM,"Tuesday, December 2, 2008",7:00:00 PM,severe weather,wildfire,NA,870,14.5,135,53000,7.2,6.05,4.54,6.32,3612203,2566879,1398878,7580241,47.65287805,33.86276241,18.45426814,2686746,371220,9431,3067398,87.5904,12.1021,0.3075,42893,48401,0.886200698,0.3,4313,254097,1.697383283,1.8,5923916,70.44,13.83,2053.5,1510.1,26.6,2.99,0.8,98.61563401,1.384365989,1.384365989
860,2011,5,Missouri,MO,SPP,Central,-0.4,normal,17,"Sunday, May 22, 2011",1, May 22,5:09:00 PM,"Tuesday, May 31, 2011",12:01:00 PM,severe weather,NA,NA,12652,210.8666667,200,20000,10.47,8.37,5.88,8.56,2248620,2458135,1424067,6132823,36.6653334,40.0816231,23.22041579,2693261,370920,8759,3072941,87.6444,12.0705,0.285,41564,47586,0.873450174,-1.4,4845,249820,1.939396365,1.9,6010587,70.44,13.83,2053.5,1510.1,26.6,2.99,0.8,98.61563401,1.384365989,1.384365989
861,2011,5,Missouri,MO,SERC,Central,-0.4,normal,12,"Monday, May 23, 2011",2, May 23,12:30:00 PM,"Wednesday, May 25, 2011",12:30:00 PM,severe weather,NA,NA,2880,48,NA,70000,10.47,8.37,5.88,8.56,2248620,2458135,1424067,6132823,36.6653334,40.0816231,23.22041579,2693261,370920,8759,3072941,87.6444,12.0705,0.285,41564,47586,0.873450174,-1.4,4845,249820,1.939396365,1.9,6010587,70.44,13.83,2053.5,1510.1,26.6,2.99,0.8,98.61563401,1.384365989,1.384365989
862,2011,4,Missouri,MO,SERC,Central,-0.5,cold,21,"Friday, April 22, 2011",6, April 22,9:00:00 PM,"Friday, April 22, 2011",11:00:00 PM,severe weather,NA,NA,120,2,NA,55000,9.36,7.33,5.2,7.55,2124590,2256105,1441518,5823739,36.48154562,38.73980273,24.75244856,2693261,370920,8759,3072941,87.6444,12.0705,0.285,41564,47586,0.873450174,-1.4,4845,249820,1.939396365,1.9,6010587,70.44,13.83,2053.5,1510.1,26.6,2.99,0.8,98.61563401,1.384365989,1.384365989
863,2016,5,Missouri,MO,SERC,Central,0.6,warm,21,"Saturday, May 14, 2016",7, May 14,9:25:00 PM,"Sunday, May 15, 2016",5:24:00 PM,intentional attack,sabotage,NA,1199,19.98333333,0,0,11.93,9.35,6.96,9.88,2058159,2437481,995835,5493089,37.46815316,44.3735938,18.12887066,2751460,376711,10169,3138342,87.6724,12.0035,0.324,42736,50660,0.843584682,-0.6,5195,260309,1.995705104,1.8,6091176,70.44,13.83,2053.5,1510.1,26.6,2.99,0.8,98.61563401,1.384365989,1.384365989
864,2016,5,Missouri,MO,SERC,Central,0.6,warm,8,"Tuesday, May 24, 2016",3, May 24,8:00:00 AM,NA,NA,intentional attack,vandalism,NA,NA,NA,0,0,11.93,9.35,6.96,9.88,2058159,2437481,995835,5493089,37.46815316,44.3735938,18.12887066,2751460,376711,10169,3138342,87.6724,12.0035,0.324,42736,50660,0.843584682,-0.6,5195,260309,1.995705104,1.8,6091176,70.44,13.83,2053.5,1510.1,26.6,2.99,0.8,98.61563401,1.384365989,1.384365989
865,2013,5,Missouri,MO,SERC,Central,-0.2,normal,19,"Friday, May 31, 2013",6, May 31,7:30:00 PM,"Saturday, June 1, 2013",8:00:00 PM,severe weather,thunderstorm,NA,1470,24.5,NA,1.00E+05,11.75,9.47,6.29,9.51,2265443,2452584,1546999,6266605,36.15104191,39.13736385,24.68639718,2708934,371712,10274,3090921,87.6416,12.0259,0.3324,42231,48396,0.872613439,1.1,5386,255281,2.109831911,1.9,6043708,70.44,13.83,2053.5,1510.1,26.6,2.99,0.8,98.61563401,1.384365989,1.384365989
866,2013,2,Missouri,MO,SERC,Central,-0.4,normal,13,"Tuesday, February 26, 2013",3, February 26,1:00:00 PM,"Friday, March 1, 2013",10:00:00 AM,severe weather,winter storm,NA,4140,69,NA,56444,9.45,7.97,5.82,8.18,3005615,2335016,1413010,6755507,44.49133129,34.56463001,20.91641678,2708934,371712,10274,3090921,87.6416,12.0259,0.3324,42231,48396,0.872613439,1.1,5386,255281,2.109831911,1.9,6043708,70.44,13.83,2053.5,1510.1,26.6,2.99,0.8,98.61563401,1.384365989,1.384365989
867,2002,1,Missouri,MO,SPP,Central,-0.2,normal,16,"Wednesday, January 30, 2002",4, January 30,4:00:00 PM,"Sunday, February 10, 2002",9:00:00 AM,severe weather,winter storm,NA,15420,257,210,95000,6.16,5.17,3.99,5.42,2893346,2104845,1163545,6259942,46.2200129,33.62403358,18.58715304,2527727,331088,9640,2883323,87.6671,11.4829,0.3343,41348,45097,0.916868084,0.2,4924,234643,2.098507094,2.2,5674825,70.44,13.83,2053.5,1510.1,26.6,2.99,0.8,98.61563401,1.384365989,1.384365989
868,2010,7,Delaware,DE,RFC,Northeast,-0.9,cold,3,"Tuesday, July 6, 2010",3, July 6,3:47:00 AM,"Tuesday, July 6, 2010",4:37:00 AM,equipment failure,transformer outage,NA,50,0.833333333,95,18400,13.95,11.23,10.16,12.25,549890,427466,236937,1214292,45.28482441,35.20290013,19.51235782,396114,49986,1241,447341,88.5486,11.174,0.2774,63053,47287,1.333410874,-0.3,939,56730,1.655208884,0.4,899791,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
869,2012,1,Delaware,DE,RFC,Northeast,-0.7,cold,9,"Friday, January 13, 2012",6, January 13,9:20:00 AM,"Friday, January 13, 2012",9:20:00 AM,intentional attack,vandalism,NA,0,0,0,0,13.03,9.77,7.96,10.78,427288,346046,216863,990197,43.15181726,34.94718728,21.90099546,399998,51056,854,451908,88.5131,11.2979,0.189,62327,48156,1.29427278,-2,775,57146,1.35617541,0.4,917099,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
870,2013,5,Delaware,DE,RFC,Northeast,-0.2,normal,9,"Wednesday, May 29, 2013",4, May 29,9:52:00 AM,"Wednesday, May 29, 2013",9:53:00 AM,intentional attack,vandalism,NA,1,0.016666667,NA,NA,14.21,10.5,8.49,11.15,282332,350320,240615,873267,32.33054724,40.11602408,27.55342868,403519,51673,848,456040,88.4832,11.3308,0.1859,61004,48396,1.260517398,-2.1,788,56443,1.396098719,0.4,925353,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
871,2012,11,Delaware,DE,RFC,Northeast,0.1,normal,15,"Monday, November 26, 2012",2, November 26,3:07:00 PM,"Monday, November 26, 2012",3:08:00 PM,intentional attack,vandalism,NA,1,0.016666667,NA,NA,13.63,10.48,8.38,11.13,354117,335696,243264,933076,37.95157093,35.97734804,26.0711882,399998,51056,854,451908,88.5131,11.2979,0.189,62327,48156,1.29427278,-2,775,57146,1.35617541,0.4,917099,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
872,2011,4,Delaware,DE,RFC,Northeast,-0.5,cold,10,"Wednesday, April 6, 2011",4, April 6,10:50:00 AM,"Wednesday, April 6, 2011",10:50:00 AM,intentional attack,vandalism,NA,0,0,0,0,13.89,10.82,8.7,11.5,324759,321446,200015,846219,38.37765401,37.98614779,23.63631637,398109,50369,1238,449716,88.5245,11.2002,0.2753,63603,47586,1.336590594,0.9,880,57741,1.524047038,0.4,907916,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
873,2011,9,Delaware,DE,RFC,Northeast,-0.8,cold,8,"Friday, September 30, 2011",6, September 30,8:22:00 AM,"Friday, September 30, 2011",8:22:00 AM,intentional attack,vandalism,NA,0,0,0,0,13.94,10.29,8.93,11.45,410857,391323,227709,1029890,39.89328957,37.99658216,22.11003117,398109,50369,1238,449716,88.5245,11.2002,0.2753,63603,47586,1.336590594,0.9,880,57741,1.524047038,0.4,907916,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
874,2012,6,Delaware,DE,RFC,Northeast,-0.1,normal,10,"Friday, June 29, 2012",6, June 29,10:45:00 AM,"Friday, June 29, 2012",10:45:00 AM,intentional attack,NA,NA,0,0,0,0,13.98,10.17,8.91,11.34,380900,388969,226228,996096,38.23928617,39.04934866,22.71146556,399998,51056,854,451908,88.5131,11.2979,0.189,62327,48156,1.29427278,-2,775,57146,1.35617541,0.4,917099,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
875,2011,1,Delaware,DE,RFC,Northeast,-1.3,cold,3,"Tuesday, January 25, 2011",3, January 25,3:23:00 AM,"Tuesday, January 25, 2011",11:00:00 AM,intentional attack,vandalism,NA,457,7.616666667,0,0,12.9,10.94,9.83,11.66,521678,373553,202477,1097708,47.52429608,34.03027035,18.44543358,398109,50369,1238,449716,88.5245,11.2002,0.2753,63603,47586,1.336590594,0.9,880,57741,1.524047038,0.4,907916,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
876,2012,4,Delaware,DE,RFC,Northeast,-0.4,normal,12,"Saturday, April 7, 2012",7, April 7,12:25:00 PM,"Saturday, April 7, 2012",12:26:00 PM,intentional attack,vandalism,NA,1,0.016666667,0,0,13.93,9.84,7.71,10.66,280221,311818,224491,816529,34.31856064,38.18823336,27.49332847,399998,51056,854,451908,88.5131,11.2979,0.189,62327,48156,1.29427278,-2,775,57146,1.35617541,0.4,917099,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
877,2013,4,Delaware,DE,RFC,Northeast,-0.2,normal,11,"Tuesday, April 9, 2013",3, April 9,11:30:00 AM,"Tuesday, April 9, 2013",11:31:00 AM,intentional attack,vandalism,NA,1,0.016666667,NA,NA,13.32,10.37,8.34,10.92,311196,306967,223056,841219,36.9934583,36.49073547,26.51580623,403519,51673,848,456040,88.4832,11.3308,0.1859,61004,48396,1.260517398,-2.1,788,56443,1.396098719,0.4,925353,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
878,2011,2,Delaware,DE,RFC,Northeast,-1,cold,16,"Saturday, February 19, 2011",7, February 19,4:34:00 PM,"Saturday, February 19, 2011",4:34:00 PM,intentional attack,vandalism,NA,0,0,0,0,13,11.05,9.38,11.6,447347,340829,198218,986394,45.35175599,34.55302851,20.0952155,398109,50369,1238,449716,88.5245,11.2002,0.2753,63603,47586,1.336590594,0.9,880,57741,1.524047038,0.4,907916,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
879,2014,4,Delaware,DE,RFC,Northeast,-0.2,normal,7,"Friday, April 25, 2014",6, April 25,7:00:00 AM,"Friday, April 25, 2014",7:30:00 AM,intentional attack,vandalism,NA,30,0.5,NA,NA,13.26,11.04,8.3,11.28,333824,325152,194357,853333,39.12001528,38.10376488,22.77621983,407508,52203,862,460573,88.4785,11.3344,0.1872,62904,49091,1.281375405,3.1,775,58854,1.316817888,0.4,935968,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
880,2012,10,Delaware,DE,RFC,Northeast,0.3,normal,15,"Wednesday, October 24, 2012",4, October 24,3:15:00 PM,"Wednesday, October 24, 2012",3:16:00 PM,intentional attack,vandalism,NA,1,0.016666667,0,0,14.53,10.36,8.4,10.96,243736,319938,265997,829672,29.37739251,38.56198594,32.06050102,399998,51056,854,451908,88.5131,11.2979,0.189,62327,48156,1.29427278,-2,775,57146,1.35617541,0.4,917099,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
881,2013,3,Delaware,DE,RFC,Northeast,-0.3,normal,13,"Thursday, March 28, 2013",5, March 28,1:01:00 PM,"Thursday, March 28, 2013",1:02:00 PM,intentional attack,vandalism,NA,1,0.016666667,NA,NA,12.96,10.23,8.35,10.88,349895,290300,211634,851828,41.07578056,34.07964988,24.84468696,403519,51673,848,456040,88.4832,11.3308,0.1859,61004,48396,1.260517398,-2.1,788,56443,1.396098719,0.4,925353,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
882,2016,2,Delaware,DE,RFC,Northeast,2,warm,9,"Wednesday, February 24, 2016",4, February 24,9:10:00 AM,"Wednesday, February 24, 2016",10:15:00 AM,intentional attack,vandalism,NA,65,1.083333333,0,0,12.99,10.66,7.98,11.2,438482,312694,189799,940976,46.59863801,33.23081566,20.17044005,419234,53366,873,473473,88.5444,11.2712,0.1844,63578,50660,1.254994078,0.2,947,60570,1.563480271,0.4,952698,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
