OBS,YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,OUTAGE.START.HOUR,OUTAGE.START.DATE,Week Day,Month Day,OUTAGE.START.TIME,OUTAGE.RESTORATION.DATE,OUTAGE.RESTORATION.TIME,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION.MIN,OUTAGE.DURATION.HOUR,DEMAND.LOSS.MW,CUSTOMERS.AFFECTED,RES.PRICE,COM.PRICE,IND.PRICE,TOTAL.PRICE,RES.SALES,COM.SALES,IND.SALES,TOTAL.SALES,RES.PERCEN,COM.PERCEN,IND.PERCEN,RES.CUSTOMERS,COM.CUSTOMERS,IND.CUSTOMERS,TOTAL.CUSTOMERS,RES.CUST.PCT,COM.CUST.PCT,IND.CUST.PCT,PC.REALGSP.STATE,PC.REALGSP.USA,PC.REALGSP.REL,PC.REALGSP.CHANGE,UTIL.REALGSP,TOTAL.REALGSP,UTIL.CONTRI,PI.UTIL.OFUSA,POPULATION,POPPCT_URBAN,POPPCT_UC,POPDEN_URBAN,POPDEN_UC,POPDEN_RURAL,AREAPCT_URBAN,AREAPCT_UC,PCT_LAND,PCT_WATER_TOT,PCT_WATER_INLAND
1512,2015,12,Kansas,KS,SPP,South,2.3,warm,21,"Saturday, December 5, 2015",7, December 5,9:00:00 PM,"Saturday, December 5, 2015",10:30:00 PM,intentional attack,vandalism,NA,90,1.5,0,0,12.29,9.9,7.15,9.93,1040401,1180622,871372,3092395,33.64385856,38.17824049,28.17790095,1231830,228411,24155,1484396,82.9853,15.3875,1.6273,45558,49844,0.914011717,0,2290,135967,1.684232203,1.1,2911641,74.2,24.03,2176.5,1983,9.1,1.19,0.42,99.3692117,0.632003695,0.632003695
1513,2011,6,Kansas,KS,SPP,South,-0.3,normal,16,"Sunday, June 26, 2011",1, June 26,4:46:00 PM,"Monday, June 27, 2011",7:59:00 AM,public appeal,NA,NA,913,15.21666667,NA,NA,11.15,9.26,7.08,9.45,1466261,1458593,933369,3858223,38.00353168,37.80478733,24.19168099,1215411,221844,23986,1461241,83.1766,15.1819,1.6415,45697,47586,0.960303451,3.3,3074,131149,2.343898924,1.4,2869917,74.2,24.03,2176.5,1983,9.1,1.19,0.42,99.3692117,0.632003695,0.632003695
1514,2015,6,Kansas,KS,SPP,South,1,warm,2,"Friday, June 26, 2015",6, June 26,2:00:00 AM,NA,NA,severe weather,NA,NA,NA,NA,NA,110000,12.72,10.32,7.53,10.48,1361070,1404843,956342,3722254,36.56574753,37.74172853,25.6925508,1231830,228411,24155,1484396,82.9853,15.3875,1.6273,45558,49844,0.914011717,0,2290,135967,1.684232203,1.1,2911641,74.2,24.03,2176.5,1983,9.1,1.19,0.42,99.3692117,0.632003695,0.632003695
1515,2005,1,Kansas,KS,SPP,South,0.7,warm,18,"Tuesday, January 4, 2005",3, January 4,6:00:00 PM,"Friday, January 14, 2005",12:00:00 PM,severe weather,winter storm,NA,14040,234,200,211000,6.84,5.96,4.58,5.88,1153298,1129041,907807,3190147,36.15187639,35.3915039,28.45658836,1190245,212305,17004,1419554,83.8464,14.9558,1.1978,42502,48090,0.883801206,2.3,2295,116681,1.966901209,1.1,2745299,74.2,24.03,2176.5,1983,9.1,1.19,0.42,99.3692117,0.632003695,0.632003695
1516,2008,12,Hawaii,HI,HI,NA,-0.7,cold,18,"Friday, December 26, 2008",6, December 26,6:13:00 PM,"Saturday, December 27, 2008",5:00:00 PM,severe weather,thunderstorm,NA,1367,22.78333333,1060,294000,29.28,26.28,22.43,25.78,253625,275383,306397,835405,30.35952622,32.96401147,36.67646231,409668,61684,673,472025,86.7895,13.068,0.1426,50565,48401,1.04470982,-0.7,1646,67364,2.443441601,0.5,1332213,91.93,20.47,3180.8,1664.7,18.2,6.12,2.6,58.75411636,41.24588364,0.384193194
1517,2011,5,Hawaii,HI,PR,NA,-0.4,normal,17,"Monday, May 2, 2011",2, May 2,5:06:00 PM,"Monday, May 2, 2011",8:00:00 PM,severe weather,NA,NA,174,2.9,220,62000,34.58,32.14,27.85,31.29,249369,292304,310682,852355,29.25647178,34.29369218,36.44983604,417531,60043,698,478272,87.2999,12.5542,0.1459,49110,47586,1.032026226,0.4,1935,67686,2.858789114,0.6,1378227,91.93,20.47,3180.8,1664.7,18.2,6.12,2.6,58.75411636,41.24588364,0.384193194
1518,2006,10,Hawaii,HI,HECO,NA,0.7,warm,7,"Sunday, October 15, 2006",1, October 15,7:09:00 AM,"Sunday, October 15, 2006",4:12:00 PM,severe weather,earthquake,NA,543,9.05,110,59886,23.25,21.26,17.71,20.54,274609,307570,340735,922915,29.75452777,33.32592926,36.91943462,401592,61334,689,463615,86.6219,13.2295,0.1486,50358,48909,1.029626449,1.1,1436,65956,2.177209048,0.5,1309731,91.93,20.47,3180.8,1664.7,18.2,6.12,2.6,58.75411636,41.24588364,0.384193194
1519,2006,6,Hawaii,HI,HECO,NA,0,normal,14,"Thursday, June 1, 2006",5, June 1,2:12:00 PM,"Thursday, June 1, 2006",6:09:00 PM,system operability disruption,NA,NA,237,3.95,120,29300,24.09,22.06,18.74,21.45,265474,298487,327618,891580,29.77567913,33.47843155,36.74577716,401592,61334,689,463615,86.6219,13.2295,0.1486,50358,48909,1.029626449,1.1,1436,65956,2.177209048,0.5,1309731,91.93,20.47,3180.8,1664.7,18.2,6.12,2.6,58.75411636,41.24588364,0.384193194
1520,2006,10,Hawaii,HI,HECO,NA,0.7,warm,7,"Sunday, October 15, 2006",1, October 15,7:09:00 AM,"Monday, October 16, 2006",2:55:00 PM,severe weather,earthquake,NA,1906,31.76666667,1170,291000,23.25,21.26,17.71,20.54,274609,307570,340735,922915,29.75452777,33.32592926,36.91943462,401592,61334,689,463615,86.6219,13.2295,0.1486,50358,48909,1.029626449,1.1,1436,65956,2.177209048,0.5,1309731,91.93,20.47,3180.8,1664.7,18.2,6.12,2.6,58.75411636,41.24588364,0.384193194
1521,2016,7,Idaho,ID,WECC,Northwest,-0.3,normal,15,"Tuesday, July 19, 2016",3, July 19,3:45:00 PM,"Tuesday, July 19, 2016",7:29:00 PM,system operability disruption,uncontrolled loss,NA,224,3.733333333,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714365,107551,27847,849763,84.0664,12.6566,3.277,36256,50660,0.715673115,2.7,960,60911,1.576070004,0.4,1680026,70.58,20.06,2216.8,2004.7,5.6,0.6,0.19,98.89193361,1.108066388,1.108066388
1522,2011,12,Idaho,ID,WECC,Northwest,-0.9,cold,10,"Wednesday, December 21, 2011",4, December 21,10:30:00 AM,"Wednesday, December 21, 2011",10:30:00 AM,intentional attack,vandalism,NA,0,0,0,0,7.43,5.76,4.28,6.12,939839,531824,559868,2031531,46.26259703,26.17848312,27.55891985,667243,101424,26258,794925,83.9379,12.7589,3.3032,34481,47586,0.724603875,-0.7,1078,54611,1.97396129,0.4,1584134,70.58,20.06,2216.8,2004.7,5.6,0.6,0.19,98.89193361,1.108066388,1.108066388
1523,2004,6,Idaho,ID,WECC,Northwest,0.3,normal,17,"Wednesday, June 23, 2004",4, June 23,5:35:00 PM,"Wednesday, June 23, 2004",7:10:00 PM,system operability disruption,NA,NA,95,1.583333333,157,35000,6.69,5.66,4.17,5.13,505197,460840,1068086,2034123,24.83610873,22.6554638,52.50842746,588363,88118,24659,701140,83.9152,12.5678,3.517,35331,47037,0.751132088,2.8,873,49173,1.775364529,0.3,1391802,70.58,20.06,2216.8,2004.7,5.6,0.6,0.19,98.89193361,1.108066388,1.108066388
